sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_rade,pl_bmasse,pl_insol,pl_eqt,ttv_flag,st_teff,st_rad,st_mass,st_met,st_logg,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,hostname,label
,,36.12895451,,,53.72,,21.05,546.0,,5921.0,0.912,,,4.484,,15.6,,,K01496.01,0
,,32.50456309,,,10.68,,28.8,591.0,,6132.0,0.947,,,4.479,,15.134,,,K01558.01,0
,,1.332560589,,,1.4,,330.32,1086.0,,4489.0,0.609,,,4.662,,15.036,,,K01559.01,0
,,9.08590495,,,6.28,,130.1,861.0,,5931.0,0.866,,,4.479,,15.549,,,K01561.01,0
,,0.784512952,,,25.48,,3432.93,1952.0,,5997.0,0.904,,,4.522,,15.59,,,K01562.01,0
,,0.883778461,,,1.09,,3316.4,1934.0,,5975.0,0.949,,,4.453,,14.063,,,K01610.01,0
,,2.465024332,,,0.69,,1406.11,1561.0,,6139.0,1.194,,,4.291,,8.769,,,K01612.01,1
,,15.86624787,,,1.31,,141.18,879.0,,6099.0,1.308,,,4.193,,11.049,,,K01613.01,1
,,4.288515468,,,76.51,,2081.57,1722.0,,6378.0,2.002,,,3.878,,13.396,,,K00021.01,0
,,3.797018259,,,10.07,,219.64,982.0,,5167.0,0.848,,,4.527,,14.741,,,K00188.01,1
,,1.340596782,,,1.16,,2393.35,1783.0,,5992.0,1.125,,,4.385,,11.524,,,K01615.01,1
,,17.42393582,,,3.29,,64.13,722.0,,6018.0,0.969,,,4.46,,15.601,,,K01724.01,1
,,9.8786461,,,1.6,,5.65,393.0,,3609.0,0.422,,,4.843,,13.496,,,K01725.01,1
,,44.96407458,,,2.0,,4.89,379.0,,4827.0,0.729,,,4.615,,13.054,,,K01726.01,1
,,49.7700907,,,5.12,,10.16,455.0,,5774.0,0.818,,,4.567,,15.64,,,K01727.01,1
,,12.7319385,,,70.11,,405.75,1145.0,,7238.0,1.568,,,4.221,,12.087,,,K01728.01,0
,,0.520222869,,,1.52,,5038.49,2145.0,,5776.0,0.889,,,4.527,,15.632,,,K01497.01,0
,,5.83376197,,,2.98,,403.49,1143.0,,6213.0,1.195,,,4.387,,15.776,,,K01498.01,1
,,2.42150341,,,1.62,,1305.04,1532.0,,6213.0,1.195,,,4.387,,15.776,,,K01498.02,1
,,14.16400071,,,2.35,,54.95,694.0,,5440.0,0.885,,,4.438,,14.48,,,K01499.01,1
,,6.20920207,,,0.89,,164.98,914.0,,5440.0,0.885,,,4.438,,14.48,,,K01499.03,1
,,5.48711441,,,3.24,,115.29,836.0,,5103.0,0.787,,,4.562,,15.812,,,K01563.01,1
,,8.29084167,,,3.21,,66.47,728.0,,5103.0,0.787,,,4.562,,15.812,,,K01563.02,1
,,3.20539622,,,1.7,,236.11,1000.0,,5103.0,0.787,,,4.562,,15.812,,,K01563.03,1
,,16.73869035,,,2.56,,26.06,576.0,,5103.0,0.787,,,4.562,,15.812,,,K01563.04,1
,,5.093938816,,,17.19,,395.38,1137.0,,6197.0,1.035,,,4.449,,14.575,,,K00181.01,0
,,13.93291548,,,1.66,,124.53,852.0,,6026.0,1.207,,,4.321,,11.538,,,K01616.01,1
,,2.36436762,,,0.82,,2228.09,1752.0,,6250.0,1.543,,,4.184,,11.6,,,K01618.01,1
,,20.31047472,,,2.41,,177.81,931.0,,6065.0,1.877,,,3.97,,11.855,,,K01621.01,1
,,2.53475568,,,2.02,,519.95,1218.0,,5662.0,0.806,,,4.532,,15.341,,,K01626.01,1
,,43.3167427,,,2.42,,10.47,459.0,,5654.0,0.774,,,4.59,,15.737,,,K01732.01,1
,,37.590298548,,,14.39,,25.53,573.0,,6147.0,1.003,,,4.463,,14.904,,,K00193.01,0
,,31.0033072,,,2.72,,34.03,616.0,,6090.0,1.071,,,4.447,,15.898,,,K01736.01,1
,,3.351556891,,,1.64,,314.73,1074.0,,5185.0,0.911,,,4.442,,14.815,,,K01500.01,0
,,2.617028373,,,1.57,,233.23,996.0,,4831.0,0.724,,,4.568,,15.835,,,K01501.01,1
,,1.876406096,,,1.57,,476.68,1192.0,,5198.0,0.759,,,4.6,,15.202,,,K01502.01,0
,,6.71425632,,,5.76,,1416.6,1565.0,,6093.0,2.623,,,3.737,,13.488,,,K00175.01,0
,,150.2412582,,,4.6,,2.72,327.0,,5604.0,0.943,,,4.451,,14.827,,,K01503.01,1
,,53.44944498,,,5.82,,13.23,486.0,,5919.0,1.0,,,4.485,,15.287,,,K01564.01,1
,,0.466743525,,,20.43,,5480.92,2197.0,,5791.0,0.856,,,4.549,,15.33,,,K01565.01,0
,,1.727177258,,,1.42,,576.55,1250.0,,5394.0,0.72,,,4.622,,15.935,,,K01566.01,0
,,7.24022418,,,2.14,,62.1,716.0,,4955.0,0.721,,,4.61,,15.565,,,K01567.01,1
,,4.64622383,,,1.82,,112.18,830.0,,4955.0,0.721,,,4.61,,15.565,,,K01567.02,1
,,10.29674097,,,5.75,,384.86,1129.0,,6068.0,1.797,,,4.04,,15.767,,,K01627.01,1
,,5.93919041,,,3.7,,801.92,1357.0,,6068.0,1.797,,,4.04,,15.767,,,K01627.02,1
,,19.74733983,,,2.62,,76.57,754.0,,6243.0,1.149,,,4.406,,12.949,,,K01628.01,1
,,30.360445359,,,10.99,,10.47,459.0,,4939.0,0.765,,,4.541,,14.388,,,K00189.01,1
,,4.4096675,,,1.51,,476.94,1192.0,,5836.0,1.166,,,4.347,,13.574,,,K01629.01,1
,,4.16787814,,,1.07,,202.48,962.0,,5251.0,0.847,,,4.541,,13.293,,,K01738.01,1
,,11.79161234,,,2.41,,127.75,857.0,,5619.0,1.199,,,4.264,,14.941,,,K01746.01,1
,,20.55848388,,,36.9,,35.76,624.0,,5578.0,0.936,,,4.484,,14.792,,,K01747.01,0
,,26.964501,,,2.2,,25.56,573.0,,5754.0,0.905,,,4.534,,15.789,,,K01749.01,1
,,7.76845639,,,1.35,,118.09,841.0,,5447.0,0.917,,,4.481,,14.8,,,K01750.01,1
,,2.178154348,,,22.22,,886.88,1392.0,,5947.0,0.881,,,4.482,,14.07,,,K01504.01,0
,,5.03257009,,,2.53,,283.49,1047.0,,5970.0,0.908,,,4.521,,15.695,,,K01505.01,1
,,40.4286676,,,2.92,,14.08,494.0,,5813.0,0.833,,,4.561,,14.982,,,K01506.01,1
,,21.3588236,,,2.52,,53.89,691.0,,6170.0,0.992,,,4.472,,15.259,,,K01507.01,1
,,22.0459163,,,3.05,,39.69,640.0,,5900.0,0.951,,,4.509,,15.689,,,K01508.01,1
,,49.6456235,,,43.41,,41.57,648.0,,6273.0,1.493,,,4.129,,12.385,,,K01509.01,0
,,17.32670445,,,2.23,,19.38,535.0,,4955.0,0.721,,,4.61,,15.565,,,K01567.03,1
,,44.8411168,,,2.75,,5.45,390.0,,4955.0,0.721,,,4.61,,15.565,,,K01567.04,1
,,1.008917105,,,1.51,,1698.88,1636.0,,5708.0,0.795,,,4.578,,15.36,,,K01568.01,0
,,13.75207851,,,2.81,,22.57,556.0,,4802.0,0.699,,,4.616,,15.587,,,K01569.01,1
,,6.33855946,,,3.31,,270.47,1034.0,,6108.0,1.03,,,4.466,,15.182,,,K01570.01,1
,,4.59489816,,,1.85,,716.65,1319.0,,6056.0,1.381,,,4.217,,13.298,,,K01632.01,1
,,32.2964275,,,1.9,,15.14,503.0,,5246.0,0.891,,,4.47,,15.2,,,K01633.01,1
,,2.97041801,,,1.7,,228.11,991.0,,5068.0,0.743,,,4.608,,15.759,,,K01637.01,1
,,6.814984472,,,14.18,,115.58,836.0,,5465.0,0.817,,,4.566,,15.981,,,K01765.01,0
,,63.9354965,,,2637.6,,10631.01,2590.0,,3626.0,97.41,,,0.684,,10.88,,,K01770.01,0
,,7.891448838,,,12.63,,263.54,1028.0,,5972.0,1.237,,,4.313,,13.435,,,K00022.01,1
,,2.578852119,,,1.63,,540.56,1230.0,,5743.0,0.853,,,4.553,,15.106,,,K01511.01,1
,,9.04189129,,,3.24,,66.83,729.0,,5237.0,0.826,,,4.572,,14.88,,,K01512.01,0
,,30.22910274,,,3.49,,76.88,755.0,,6325.0,1.518,,,4.188,,13.432,,,K00176.01,1
,,0.798200403,,,24.03,,4875.01,2128.0,,6258.0,1.031,,,4.449,,14.613,,,K01513.01,0
,,3.479425638,,,12.86,,435.85,1166.0,,5907.0,0.878,,,4.519,,14.041,,,K00182.01,0
,,2.92878704,,,22.76,,556.77,1239.0,,5955.0,0.883,,,4.534,,15.148,,,K01571.01,0
,,9.80321143,,,2.99,,152.12,896.0,,6170.0,0.992,,,4.472,,15.439,,,K01572.01,1
,,24.81097206,,,4.22,,37.43,631.0,,6086.0,0.921,,,4.511,,14.373,,,K01573.01,1
,,4.8538404,,,1.72,,288.7,1052.0,,5778.0,0.968,,,4.483,,14.971,,,K01641.01,1
,,11.04605365,,,1.8,,134.66,869.0,,6093.0,1.025,,,4.429,,14.681,,,K01643.01,1
,,2.621706694,,,34.68,,648.75,1288.0,,5749.0,0.881,,,4.436,,15.399,,,K01644.01,0
,,3.72020708,,,0.99,,195.7,954.0,,5017.0,0.797,,,4.516,,14.293,,,K01646.01,1
,,12.264867364,,,28.29,,317.89,1077.0,,5372.0,2.344,,,3.81,,14.137,,,K00190.01,0
,,8.689301216,,,2.92,,88.24,782.0,,5211.0,0.895,,,4.447,,14.548,,,K01751.01,1
,,20.99757968,,,2.97,,27.2,582.0,,5211.0,0.895,,,4.447,,14.548,,,K01751.02,1
,,0.979442525,,,1.64,,1420.01,1567.0,,5532.0,0.745,,,4.607,,15.747,,,K01753.01,0
,,3.120828136,,,14.16,,680.79,1303.0,,6122.0,0.996,,,4.471,,14.804,,,K00194.01,1
,,15.13590453,,,2.57,,179.16,933.0,,6050.0,1.572,,,4.137,,13.964,,,K01754.01,1
,,1.399326503,,,1.0,,402.58,1143.0,,4502.0,0.728,,,4.572,,15.447,,,K01514.01,0
,,1.937029968,,,0.87,,97.94,802.0,,4042.0,0.49,,,4.761,,14.39,,,K01515.01,1
,,7.06117322,,,1.23,,17.41,521.0,,4042.0,0.49,,,4.761,,14.39,,,K01515.02,1
,,20.55331441,,,3.19,,74.49,749.0,,6325.0,1.112,,,4.409,,14.829,,,K01516.01,1
,,40.0686713,,,3.1,,23.27,560.0,,6026.0,0.992,,,4.411,,14.683,,,K01517.01,1
,,114.73658,,,12.28,,12.13,476.0,,5597.0,1.699,,,3.963,,14.6,,,K01574.01,1
,,191.239133,,,6.47,,6.14,401.0,,5597.0,1.699,,,3.963,,14.6,,,K01574.02,1
,,24.3282251,,,294.02,,17.33,520.0,,5286.0,0.78,,,4.59,,15.952,,,K01575.01,0
,,10.41572666,,,3.01,,95.64,797.0,,5511.0,0.987,,,4.426,,14.072,,,K01576.01,1
,,14.97031664,,,2.53,,143.33,883.0,,5726.0,1.483,,,4.123,,14.167,,,K01647.01,1
,,32.2753853,,,2.31,,51.5,683.0,,5726.0,1.483,,,4.123,,14.167,,,K01647.02,1
,,38.3262237,,,2.43,,12.56,480.0,,5229.0,0.903,,,4.441,,14.31,,,K01648.01,1
,,4.04355245,,,1.75,,33.34,613.0,,3871.0,0.532,,,4.744,,14.963,,,K01649.01,1
,,5.52418625,,,2.25,,214.86,976.0,,5334.0,1.004,,,4.372,,15.377,,,K01760.01,1
,,8.77514782,,,1.91,,115.84,837.0,,5334.0,1.004,,,4.372,,15.377,,,K01760.02,1
,,10.12742274,,,3.8,,208.77,969.0,,6392.0,1.162,,,4.399,,15.623,,,K01761.01,0
,,0.870693883,,,2.09,,2923.54,1876.0,,5985.0,0.883,,,4.519,,14.996,,,K01762.01,0
,,27.5071114,,,2.58,,24.71,569.0,,5783.0,0.88,,,4.539,,15.219,,,K01518.01,1
,,5.1443645,,,1.55,,171.63,923.0,,5157.0,0.904,,,4.445,,15.369,,,K01519.01,1
,,18.45848388,,,2.5,,37.81,632.0,,5311.0,0.948,,,4.419,,14.516,,,K01520.01,1
,,25.9421582,,,1.95,,14.85,501.0,,5167.0,0.796,,,4.585,,14.817,,,K01521.01,1
,,21.06075303,,,1.78,,47.39,669.0,,5706.0,1.034,,,4.382,,13.182,,,K00177.01,1
,,13.08424286,,,2.71,,70.51,739.0,,5511.0,0.987,,,4.426,,14.072,,,K01576.02,1
,,2.684328541,,,12.73,,603.57,1265.0,,5561.0,0.956,,,4.411,,14.29,,,K00183.01,1
,,2.806243488,,,1.41,,83.53,771.0,,4153.0,0.581,,,4.684,,15.988,,,K01577.01,1
,,2.27190723,,,1.12,,714.27,1318.0,,5788.0,0.856,,,4.506,,14.459,,,K01578.01,0
,,7.132351753,,,49.34,,1466.12,1579.0,,7530.0,1.93,,,4.08,,13.337,,,K01579.01,0
,,6.53194024,,,3.09,,159.66,907.0,,5301.0,0.977,,,4.391,,15.28,,,K01650.01,1
,,51.3011844,,,2.07,,13.86,492.0,,6032.0,0.929,,,4.508,,14.739,,,K01651.01,1
,,1.097211085,,,16.07,,71.01,740.0,,3497.0,0.334,,,4.92,,15.155,,,K01654.01,0
,,0.938466959,,,1.58,,2919.17,1876.0,,5499.0,1.087,,,4.323,,13.757,,,K01655.01,1
,,3.217518511,,,11.38,,464.73,1185.0,,5720.0,0.903,,,4.473,,14.835,,,K00195.01,1
,,4.66271902,,,3.86,,274.98,1039.0,,5729.0,0.939,,,4.514,,13.297,,,K01779.01,1
,,11.8150174,,,3.48,,79.66,762.0,,5729.0,0.939,,,4.514,,13.297,,,K01779.02,1
,,7.834433676,,,3.47,,53.33,689.0,,4920.0,0.72,,,4.62,,12.231,,,K01781.01,1
,,3.005156911,,,2.2,,191.27,949.0,,4920.0,0.72,,,4.62,,12.231,,,K01781.02,1
,,33.3856176,,,2.48,,26.73,580.0,,5833.0,1.022,,,4.407,,14.264,,,K01522.01,1
,,8.48039789,,,1.71,,132.85,866.0,,5401.0,1.05,,,4.364,,14.673,,,K01523.01,0
,,1.333395306,,,0.86,,880.53,1390.0,,5199.0,0.811,,,4.527,,15.299,,,K01524.01,0
,,7.71467686,,,4.65,,1636.72,1622.0,,6900.0,2.599,,,3.843,,12.082,,,K01525.01,1
,,4.4444826,,,1.71,,518.45,1217.0,,6240.0,1.079,,,4.426,,15.216,,,K01526.01,1
,,21.3781146,,,3.18,,65.94,727.0,,6218.0,1.131,,,4.417,,15.686,,,K01580.01,0
,,29.5422566,,,3.15,,16.56,515.0,,5510.0,0.803,,,4.572,,15.481,,,K01581.01,1
,,144.551628,,,3.06,,1.99,303.0,,5510.0,0.803,,,4.572,,15.481,,,K01581.02,1
,,8.04727721,,,2.33,,126.56,855.0,,5840.0,0.849,,,4.553,,15.068,,,K01583.01,1
,,5.87063416,,,1.44,,33.99,616.0,,4166.0,0.612,,,4.66,,15.961,,,K01584.01,1
,,15.358767771,,,10.89,,45.46,662.0,,5422.0,0.887,,,4.484,,14.991,,,K00191.01,1
,,29.5390897,,,2.51,,61.49,714.0,,6572.0,1.238,,,4.365,,15.111,,,K01659.01,1
,,0.94773253,,,45.58,,6862.81,2321.0,,6302.0,1.269,,,4.183,,11.51,,,K01661.01,0
,,0.784031658,,,1.55,,1995.65,1705.0,,5435.0,0.824,,,4.578,,15.479,,,K01662.01,0
,,13.07141889,,,2.47,,203.87,964.0,,6122.0,1.439,,,4.173,,13.717,,,K00171.02,1
,,0.692015479,,,19.31,,294.34,1057.0,,3752.0,0.497,,,4.747,,15.692,,,K01459.01,0
,,17.0421346,,,5.14,,29.47,594.0,,5367.0,0.773,,,4.59,,15.57,,,K01460.01,0
,,7.94671044,,,27.43,,48.5,673.0,,4859.0,0.702,,,4.626,,15.791,,,K01461.01,0
,,3.74781242,,,38.04,,446.47,1172.0,,5780.0,1.0,,,4.438,,17.445,,,K01462.01,0
,,3.989544192,,,0.93,,157.1,903.0,,5229.0,0.688,,,4.643,,14.083,,,K01528.01,1
,,17.9776037,,,1.58,,75.61,752.0,,6296.0,1.006,,,4.46,,14.307,,,K01529.01,1
,,11.8693144,,,1.09,,131.58,864.0,,6296.0,1.006,,,4.46,,14.307,,,K01529.02,1
,,12.98494603,,,1.64,,105.74,818.0,,5948.0,1.025,,,4.384,,13.029,,,K01530.01,1
,,7.300735516,,,13.32,,328.98,1086.0,,6434.0,1.138,,,4.394,,14.933,,,K00184.01,0
,,19.17893976,,,2.4,,39.65,640.0,,5767.0,0.881,,,4.538,,15.401,,,K01585.01,1
,,6.99130452,,,1.95,,62.05,716.0,,4847.0,0.761,,,4.606,,14.94,,,K01586.01,1
,,3.517494725,,,1.42,,58.08,704.0,,4132.0,0.564,,,4.699,,14.699,,,K01588.01,1
,,6.93365167,,,1.7,,351.27,1104.0,,5861.0,1.304,,,4.212,,14.042,,,K01665.01,1
,,61.0373591,,,3.38,,32.74,610.0,,6309.0,1.614,,,4.154,,14.171,,,K01669.01,1
,,33.8677783,,,2.31,,5.69,394.0,,4564.0,0.691,,,4.593,,15.81,,,K01672.01,1
,,1064.2680956,,,33.63,,1.47,281.0,,6340.0,2.173,,,3.833,,12.328,,,K01463.01,0
,,2.113202658,,,207.71,,635.47,1281.0,,5482.0,0.858,,,4.502,,15.465,,,K01464.01,0
,,1.157808038,,,22.9,,1472.38,1579.0,,5566.0,0.886,,,4.532,,15.837,,,K01467.01,0
,,6.14281498,,,1.82,,796.26,1355.0,,6495.0,1.554,,,4.128,,13.45,,,K00178.01,0
,,5.69919592,,,1.16,,204.18,964.0,,5646.0,0.932,,,4.493,,13.069,,,K01531.01,1
,,18.11473813,,,2.49,,112.43,830.0,,6109.0,1.36,,,4.247,,12.841,,,K01532.01,1
,,6.24145791,,,1.6,,360.09,1111.0,,5810.0,1.259,,,4.25,,13.939,,,K01533.01,1
,,20.4222447,,,1.78,,89.74,785.0,,6119.0,1.299,,,4.274,,13.47,,,K01534.01,1
,,8.72585478,,,2.86,,222.19,985.0,,6036.0,1.131,,,4.326,,14.764,,,K01589.01,1
,,12.88291395,,,3.15,,132.23,865.0,,6036.0,1.131,,,4.326,,14.764,,,K01589.02,1
,,27.4345973,,,2.56,,48.29,672.0,,6036.0,1.131,,,4.326,,14.764,,,K01589.03,1
,,4.22453631,,,1.6,,584.24,1254.0,,6036.0,1.131,,,4.326,,14.764,,,K01589.04,1
,,44.5520266,,,2.29,,25.3,572.0,,6036.0,1.131,,,4.326,,14.764,,,K01589.05,1
,,52.069002,,,2.92,,17.76,524.0,,5565.0,1.246,,,4.251,,14.279,,,K01677.01,1
,,2.418406841,,,2.25,,535.84,1226.0,,5422.0,0.887,,,4.484,,14.991,,,K00191.02,1
,,5.0825188,,,0.88,,207.45,968.0,,5706.0,0.834,,,4.561,,14.445,,,K01680.01,0
,,9.11500269,,,1.78,,159.34,906.0,,5962.0,1.028,,,4.431,,14.63,,,K01683.01,1
,,8.48031942,,,4.54,,168.01,918.0,,5951.0,0.991,,,4.439,,15.262,,,K01468.01,0
,,13.7223682,,,2.23,,73.16,746.0,,5637.0,0.943,,,4.399,,13.749,,,K00172.01,1
,,3.582076914,,,5.33,,604.27,1265.0,,6109.0,0.993,,,4.422,,15.193,,,K01469.01,0
,,15.43400996,,,4.3,,63.79,721.0,,5900.0,0.951,,,4.509,,15.703,,,K01470.01,1
,,1.780984316,,,2.33,,899.03,1397.0,,5730.0,0.87,,,4.545,,15.516,,,K01471.01,0
,,7.63846084,,,1.12,,333.3,1089.0,,6119.0,1.299,,,4.274,,13.47,,,K01534.02,1
,,70.6981724,,,1.63,,7.11,417.0,,5811.0,0.866,,,4.536,,13.046,,,K01535.01,1
,,3.74443645,,,1.1,,736.89,1328.0,,5876.0,1.293,,,4.269,,12.71,,,K01536.01,1
,,10.581581895,,,53.19,,342.98,1098.0,,6168.0,1.567,,,4.074,,13.936,,,K01538.01,0
,,2.819453322,,,29.8,,803.4,1357.0,,5767.0,1.074,,,4.33,,14.569,,,K01539.01,0
,,2.35574505,,,1.34,,338.4,1093.0,,4915.0,0.812,,,4.512,,15.674,,,K01590.02,1
,,19.65639342,,,2.83,,21.5,549.0,,5288.0,0.74,,,4.613,,15.372,,,K01591.01,1
,,62.81584402,,,57.62,,27.14,582.0,,6340.0,1.492,,,4.23,,12.849,,,K01684.01,0
,,70.468171,,,3.46,,16.17,511.0,,6461.0,1.131,,,4.396,,14.811,,,K01685.01,1
,,56.86716792,,,,,,,,,,,,,,15.886,,,K01686.01,0
,,3.93246069,,,1.65,,151.31,894.0,,4841.0,0.779,,,4.533,,15.32,,,K01687.01,1
,,0.921030497,,,1.62,,7380.64,2362.0,,5843.0,1.615,,,4.069,,14.542,,,K01688.01,1
,,5.960400011,,,2.85,,148.26,890.0,,5418.0,0.886,,,4.534,,12.557,,,K01692.01,1
,,85.3514875,,,6.31,,5.44,390.0,,5584.0,0.938,,,4.478,,15.061,,,K01472.01,1
,,69.72646639,,,11.65,,33.3,613.0,,6430.0,1.731,,,4.107,,13.005,,,K01474.01,1
,,1.609321941,,,1.57,,199.28,958.0,,4224.0,0.603,,,4.662,,15.937,,,K01475.01,1
,,9.51220046,,,1.99,,18.66,530.0,,4224.0,0.603,,,4.662,,15.937,,,K01475.02,1
,,4.72941177,,,1.22,,47.3,669.0,,4224.0,0.603,,,4.662,,15.937,,,K01475.03,1
,,4.887803076,,,4.82,,96.67,800.0,,4778.0,0.763,,,4.591,,9.174,,,K00003.01,1
,,4.437962934,,,18.05,,757.65,1338.0,,5953.0,1.415,,,4.175,,13.438,,,K00020.01,1
,,20.74028645,,,4.24,,95.68,798.0,,6226.0,1.299,,,4.264,,13.955,,,K00179.01,1
,,1.207852845,,,38.59,,1331.31,1539.0,,5601.0,0.797,,,4.533,,15.559,,,K01540.01,0
,,2.379282197,,,25.74,,1442.19,1571.0,,6392.0,1.162,,,4.399,,15.189,,,K01541.01,0
,,26.0692512,,,23.61,,28.85,591.0,,5585.0,0.91,,,4.409,,14.106,,,K01592.01,0
,,9.69501146,,,2.08,,114.06,833.0,,5896.0,0.914,,,4.516,,15.809,,,K01593.01,1
,,15.3825394,,,2.14,,61.61,714.0,,5896.0,0.914,,,4.516,,15.809,,,K01593.02,1
,,1.818939148,,,1.82,,1364.15,1549.0,,6153.0,0.962,,,4.487,,15.134,,,K01594.01,0
,,40.1097817,,,3.11,,22.65,556.0,,5509.0,1.169,,,4.265,,14.904,,,K01595.01,1
,,2.46106962,,,0.84,,483.09,1195.0,,5418.0,0.886,,,4.534,,12.557,,,K01692.02,1
,,3.403743926,,,10.77,,346.98,1101.0,,5596.0,0.853,,,4.533,,14.98,,,K01693.01,0
,,8.03753796,,,1.54,,72.44,744.0,,5044.0,0.804,,,4.511,,14.471,,,K01700.01,1
,,2.43902575,,,2.61,,6700.04,2307.0,,6546.0,2.784,,,3.817,,11.041,,,K01701.01,0
,,56.3587987,,,5.04,,7.29,419.0,,5446.0,0.821,,,4.525,,15.792,,,K01476.01,1
,,242.467406,,,1.73,,1.59,286.0,,5637.0,0.943,,,4.399,,13.749,,,K00172.02,1
,,76.13622222,,,4.78,,6.01,399.0,,5591.0,0.892,,,4.494,,12.45,,,K01478.01,1
,,4.9883872,,,2.59,,227.27,990.0,,5819.0,0.823,,,4.565,,15.752,,,K01479.01,0
,,2.586878667,,,19.84,,1823.52,1666.0,,6812.0,1.172,,,4.343,,12.897,,,K01542.01,0
,,3.964333304,,,37.09,,1881.78,1680.0,,5758.0,2.318,,,3.808,,14.985,,,K01543.01,0
,,1.525924389,,,49.86,,2072.8,1722.0,,6203.0,1.06,,,4.427,,15.063,,,K01544.01,0
,,5.910371418,,,12.62,,290.83,1053.0,,6200.0,0.958,,,4.488,,15.169,,,K01545.01,0
,,5.92365747,,,0.99,,18.87,531.0,,3883.0,0.496,,,4.762,,15.157,,,K01596.01,1
,,105.3582299,,,1.87,,0.41,204.0,,3883.0,0.496,,,4.762,,15.157,,,K01596.02,1
,,3.24325988,,,12.91,,563.17,1243.0,,5823.0,1.013,,,4.438,,14.952,,,K00186.01,1
,,56.4758069,,,3.22,,7.14,417.0,,5497.0,0.839,,,4.57,,14.279,,,K01598.01,1
,,92.8747294,,,2.64,,3.68,353.0,,5497.0,0.839,,,4.57,,14.279,,,K01598.02,1
,,1.538180949,,,1.0,,30.85,602.0,,3364.0,0.274,,,4.978,,15.722,,,K01702.01,1
,,10.4188915,,,3.17,,126.48,855.0,,5692.0,1.064,,,4.36,,14.86,,,K01704.01,1
,,20.4998763,,,2.8,,67.67,731.0,,6249.0,1.076,,,4.428,,15.442,,,K01705.01,1
,,1.921437488,,,1.77,,626.79,1276.0,,5238.0,0.851,,,4.472,,14.131,,,K01706.01,1
,,96.109323,,,4.01,,6.59,409.0,,5792.0,1.005,,,4.375,,15.321,,,K01707.01,1
,,20.38174802,,,3.16,,18.36,528.0,,4883.0,0.808,,,4.515,,15.887,,,K01480.01,1
,,5.101375725,,,2.84,,287.28,1050.0,,5869.0,0.954,,,4.479,,15.455,,,K01481.01,1
,,17.7940049,,,312.48,,79.54,762.0,,6273.0,1.044,,,4.442,,15.378,,,K01482.01,0
,,3.47021401,,,2.4,,179.02,933.0,,4922.0,0.744,,,4.555,,15.305,,,K01484.01,0
,,2.139325409,,,11.61,,243.34,1007.0,,4765.0,0.666,,,4.642,,14.708,,,K01548.01,0
,,572.376632,,,5.8,,1.15,264.0,,6226.0,1.299,,,4.264,,13.955,,,K00179.02,1
,,2.233799622,,,28.63,,650.73,1287.0,,5741.0,0.846,,,4.555,,15.195,,,K01550.01,0
,,31.13862664,,,12.88,,27.22,582.0,,5919.0,1.0,,,4.485,,15.821,,,K01551.01,0
,,13.93068791,,,1.4,,46.19,665.0,,5497.0,0.839,,,4.57,,14.279,,,K01598.03,1
,,20.4074846,,,2.9,,44.8,660.0,,5823.0,0.972,,,4.472,,14.802,,,K01599.01,1
,,12.36564669,,,24.89,,98.51,804.0,,6075.0,0.952,,,4.495,,14.59,,,K01600.01,0
,,10.35078415,,,1.97,,119.01,842.0,,5534.0,1.08,,,4.338,,14.659,,,K01601.01,1
,,62.9224936,,,2.75,,10.73,462.0,,5534.0,1.08,,,4.338,,14.659,,,K01601.02,1
,,38.6520796,,,2.07,,13.28,487.0,,5422.0,0.887,,,4.484,,14.991,,,K00191.04,1
,,14.20442616,,,1.9,,31.1,602.0,,5350.0,0.678,,,4.647,,15.469,,,K01710.01,1
,,55.673582,,,2.19,,5.16,384.0,,4998.0,0.808,,,4.53,,15.061,,,K01711.01,1
,,6.82778157,,,1.34,,26.31,577.0,,4198.0,0.574,,,4.689,,15.224,,,K01713.01,1
,,0.687895191,,,1.35,,888.72,1391.0,,4478.0,0.651,,,4.615,,15.657,,,K01485.01,0
,,127.2824442,,,12.04,,5.61,392.0,,5733.0,1.183,,,4.281,,15.505,,,K01486.01,1
,,10.06083238,,,2.58,,154.16,899.0,,5705.0,1.14,,,4.297,,13.844,,,K00173.01,1
,,30.1837021,,,3.65,,38.2,634.0,,5733.0,1.183,,,4.281,,15.505,,,K01486.02,1
,,2.92928244,,,38.42,,4706.45,2112.0,,6634.0,2.251,,,3.831,,12.674,,,K01487.01,0
,,52.75878505,,,8.76,,20.08,540.0,,6228.0,1.137,,,4.413,,15.182,,,K01553.01,1
,,1.332564478,,,27.04,,1627.5,1618.0,,5995.0,0.878,,,4.536,,15.866,,,K01554.01,0
,,41.0772969,,,3.25,,17.74,523.0,,5665.0,0.938,,,4.381,,14.907,,,K01555.01,0
,,135.9121619,,,40.18,,4.41,370.0,,6141.0,0.959,,,4.468,,15.535,,,K01556.01,0
,,42.4729078,,,2.03,,19.93,539.0,,5616.0,1.111,,,4.327,,14.601,,,K01952.04,1
,,15.17026921,,,2.47,,158.23,905.0,,6297.0,1.369,,,4.26,,13.147,,,K01955.01,1
,,39.4576228,,,2.8,,44.26,658.0,,6297.0,1.369,,,4.26,,13.147,,,K01955.02,1
